CLUSTER,FREQUENCY,GROUP,N,LOW,HIGH,LOOP,ORIGINAL_TLV,a_bike,a_casual,a_dance,a_golf,a_hiking,a_on_the_move,a_onthemove,a_running,a_studio,a_swim,a_tennis,a_trail_running,a_training,a_travel,a_yoga,c_5_year_basic,c_abc,c_align,c_all_yours,c_allyours,c_always_in_motion,c_alwaysinmotion,c_at_ease,c_atease,c_base_pace,c_basepace,c_blissfeel,c_bowline,c_built_to_move,c_chargefeel,c_city_sweat,c_citysweat,c_cityverse,c_commission,c_cool_racerback,c_dance_studio,c_dancestudio,c_define,c_drysense,c_ebb_to_street,c_ebbtostreet,c_energy,c_engineered_warmth,c_enlite,c_everywhere,c_fast&free,c_fast_&_free,c_free_to_be,c_fundamental,c_groove,c_hold_tight,c_hotty_hot,c_hottyhot,c_instill,c_invigorate,c_license_to_train,c_licensetotrain,c_like_a_cloud,c_likeacloud,c_loungeful,c_love,c_lululemon_lab,c_metal_vent_tech,c_metalventtech,c_pace_breaker,c_perfectly_oversized,c_perfectlyoversized,c_power_pivot,c_power_thru,c_ready_to_rulu,c_restfeel,c_scuba,c_sculpt,c_soft_jersey,c_speed_up,c_speedup,c_steady_state,c_strongfeel,c_surge,c_swift_speed,c_swiftly,c_swiftspeed,c_t.h.e.,c_wunder_puff,c_wunder_train,c_wunder_under,c_wundermost,c_wundertrain,c_wunderunder,c_zeroed_in,cat_accessories,cat_all_bras,cat_allbras,cat_bags,cat_bestsellers,cat_bodysuits,cat_bouteilles_d^eau,cat_button_down_shirts,cat_camisoles,cat_can,cat_capris,cat_chaussettes,cat_coats&jackets,cat_coats_&_jackets,cat_commerceroot,cat_dresses,cat_early_access,cat_equipment,cat_femmes,cat_gift_ideas,cat_giftideas,cat_gloves_&_mittens,cat_hair_accessories,cat_hats,cat_hauts,cat_hauts_à_capuchon_et_chandails,cat_hommes,cat_hoodies&sweatshirts,cat_hoodies_&_sweatshirts,cat_joggers,cat_jumpsuits_&_rompers,cat_jupes,cat_lab_shop,cat_leggings,cat_long_sleeve_shirts,cat_loungewear,cat_manches_courtes,cat_manteaux,cat_manteaux_+_vestes,cat_matching_sets,cat_nos_succès,cat_nouveautés,cat_pantalons,cat_pantalons_d^entraînement,cat_pantalons_de_jogging,cat_pants,cat_polo_shirts,cat_sacs,cat_scarves_&_wraps,cat_shirts,cat_shoes,cat_shop_outfits,cat_short_sleeve_shirts,cat_shorts,cat_shortsleeveshirts,cat_skirts,cat_socks,cat_sous-vêtements,cat_soutiens-gorge_sport,cat_special_edition,cat_sports_bras,cat_sweaters,cat_sweatpants,cat_swim_trunks,cat_swimsuits,cat_t-shirts,cat_tank_tops,cat_tanktops,cat_team_canada_,cat_tights,cat_tricots,cat_trousers,cat_underwear,cat_usa,cat_vêtements_de_détente,cat_water_bottles,cat_we_made_too_much,cat_wemadetoomuch,cat_what^s_new,cat_what^snew,cat_women^s_0-14,cat_yoga_mats,cat_yogaaccessories,clr_black,clr_black_&_white,clr_black_&_white_,clr_blanc,clr_blue,clr_brown,clr_burgundy,clr_camo,clr_gold,clr_green,clr_grey,clr_khaki,clr_metallic,clr_navy,clr_neon,clr_neutral,clr_noir,clr_olive,clr_orange,clr_pastel,clr_pink,clr_printed,clr_purple,clr_red,clr_rose,clr_striped,clr_tie_dye,clr_white,clr_yellow,g_all,g_men,g_women,gift_all
1,2,10,15,18001,21000,10,20501.5,0.0,0.0,0.0,0.0,0.0,0.095102,0.0,0.033878,0.0,0.1,0.0,0.0,0.079646,0.0,0.024482,0.0,0.0,0.064648,0.007692,0.0,0.0,0.0,0.0,0.0,0.008334,0.0,0.0,0.0,0.0,0.0,0.00926,0.0,0.0,0.008474,0.0,0.0,0.0,0.003184,0.0,0.0,0.0,0.0,0.0,0.0,0.006622,0.0,0.056364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015152,0.0,0.0,0.0,0.038961,0.0,0.028572,0.058824,0.0,0.022728,0.103658,0.0,0.016129,0.0,0.0,0.0,0.043478,0.017986,0.273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428,0.005357,0.040178,0.088236,0.037736,0.0,0.0,0.0,0.01116,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.012931,0.0,0.0,0.004178,0.0,0.0,0.0,0.0,0.0,0.220588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011428,0.009616,0.0,0.0,0.2,0.070834,0.01,0.185715,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.036424,0.0,0.0,0.0,0.002488,0.0,0.025862,0.0,0.089474,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.233334,0.0,0.0,0.138889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.020044,0.0,0.064732,0.0,0.0,0.0,0.0,0.060755,0.0,0.0,0.0,0.118618,0.060185,0.0,0.0,0.0,0.026012,0.022556,0.0,0.0,0.0,0.034965,0.06087,0.0,0.0,0.0,0.0,0.019048,0.0,0.011364,0.289474,0.0,0.0,0.0,0.0,0.0,0.022452,0.07289,0.089094,0.128991
2,2,10,15,18001,21000,10,18560.0,0.0,0.0,0.0,0.0,0.0,0.002278,0.0,0.005841,0.0,0.0,0.0,0.0,0.011062,0.0,0.001883,0.0,0.0,0.004091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008361,0.0,0.0,0.0,0.022322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002488,0.0,0.0,0.021739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928,0.0,0.0,0.0,0.0,0.003284,0.0,0.0,0.0,0.016516,0.0,0.0,0.0,0.0,0.00289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003454,0.0,0.005842,0.0
3,1,10,15,18001,21000,10,20900.0,0.0,0.0,0.0,0.0,0.0,0.035308,0.0,0.004673,0.0,0.0,0.047619,0.0,0.0,0.0,0.271186,0.0,0.0,0.268412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051948,0.0,0.0,0.0,0.0,0.0,0.0,0.007273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008929,0.102941,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263682,0.0,0.068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589744,0.0,0.0,0.0,0.0,0.0,0.145833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004334,0.0,0.022321,0.0,0.0,0.0,0.0,0.044335,0.0,0.0,0.0,0.0,0.00463,0.0,0.0,0.0,0.0,0.067669,0.0,0.0,0.0,0.0,0.086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636943,0.0,0.001727,0.005115,0.170399,0.0
4,1,10,15,18001,21000,10,19965.0,0.0,0.0,0.0,0.0,0.0,0.110478,0.0,0.121495,0.0,0.0,0.0,0.0,0.20354,0.0,0.233522,0.0,0.0,0.229133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103896,0.0,0.295918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051948,0.0,0.0,0.058824,0.0,0.0,0.073171,0.0,0.0,0.0,0.090909,0.0,0.049689,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.177258,0.0,0.0,0.0,0.25,0.0,0.09434,0.0,0.0,0.0,0.013393,0.191176,0.0,0.076923,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002786,0.0,0.0,0.068966,0.214286,0.0,0.264706,0.0,0.0,0.0,0.157895,0.0,0.0,0.0,0.0,0.045714,0.0,0.0,0.0,0.0,0.041667,0.0,0.028571,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.02649,0.0,0.0,0.0,0.00995,0.044872,0.0,0.0,0.094737,0.0,0.0,0.02,0.0,0.0,0.0,0.615385,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.026002,0.0,0.205357,0.0,0.0,0.0,0.0,0.108374,0.0,0.0,0.0,0.09009,0.041667,0.0,0.0,0.0,0.213873,0.037594,0.0,0.0,0.0,0.034965,0.0,0.0,0.0,0.089744,0.121212,0.142857,0.0,0.060606,0.0,0.0,0.0,0.0,0.012739,0.0,0.094991,0.023018,0.248296,0.0
5,1,10,15,18001,21000,10,18886.0,0.0,0.0,0.0,0.0,0.0,0.03303,0.0,0.067757,0.0,0.0,0.0,0.0,0.057522,0.0,0.016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423077,0.064935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473684,0.0,0.009346,0.0,0.027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176471,0.0,0.102273,0.0,0.0,0.0,0.0,0.0,0.0,0.026915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.015625,0.0,0.8,0.0,0.0,0.090312,0.0,0.0,0.0,0.042042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063694,0.0,0.001727,0.097187,0.039922,0.0
6,3,10,15,18001,21000,10,20683.0,0.0,0.0,0.0,0.0,0.026042,0.008732,0.0,0.083333,0.0,0.1,0.0,0.0,0.042773,0.0,0.004394,0.0,0.0,0.028914,0.0,0.0,0.0,0.0,0.002625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009554,0.051282,0.0,0.0,0.0,0.037037,0.0,0.0,0.0,0.003636,0.0,0.0,0.0,0.0,0.006757,0.0,0.047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018939,0.0,0.0,0.0,0.086957,0.0,0.0,0.0,0.0,0.0,0.05364,0.0,0.0,0.0,0.0,0.0,0.053512,0.0,0.0,0.0,0.03869,0.019608,0.0,0.0,0.0,0.0,0.011905,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.002874,0.0,0.0,0.010214,0.0,0.0,0.0,0.0,0.0,0.009804,0.0,0.0,0.0,0.087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003509,0.0,0.0,0.073333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047309,0.0,0.002976,0.0,0.0,0.0,0.0,0.030104,0.0,0.0,0.0,0.067067,0.0,0.0,0.0,0.0,0.009634,0.007519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.022222,0.026455,0.0,0.026316,0.0,0.0,0.0,0.023355,0.0,0.005757,0.017051,0.049659,0.0
7,1,10,15,18001,21000,10,18452.0,0.0,0.0,0.0,0.0,0.0,0.013667,0.0,0.011682,0.0,0.0,0.0,0.0,0.026549,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033445,0.0,0.0,0.0,0.008929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.019868,0.0,0.0,0.0,0.029851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022556,0.0,0.0,0.0,0.0,0.034783,0.0,0.0,0.0,0.0,0.0,0.015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023018,0.013632,0.0
8,1,10,15,18001,21000,10,20080.0,0.0,0.0,0.0,0.0,0.0,0.039863,0.0,0.0,0.0,0.0,0.0,0.0,0.026549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097561,0.0,0.0,0.0,0.0,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098214,0.0,0.132075,0.0,0.0,0.0,0.013393,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041667,0.0,0.085714,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.006623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001727,0.030691,0.027264,0.0
9,1,10,15,18001,21000,10,20982.0,0.0,0.0,0.0,0.0,0.0,0.023918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004464,0.0,0.0,0.123077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014085,0.0,0.0,0.0,0.0,0.0,0.0,0.006568,0.0,0.0,0.0,0.009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.007576,0.0,0.0,0.0,0.0,0.0,0.0,0.010363,0.0,0.015579,0.0
0,10,11,37,21001,999999,11,25556.5,0.0,0.0,0.0,0.020755,0.004688,0.158998,0.0,0.098364,0.0,0.03,0.064286,0.0,0.11062,0.0,0.066102,0.0,0.056209,0.157119,0.013077,0.0,0.005376,0.0,0.0,0.0,0.005,0.0,0.006306,0.0,0.0,0.01453,0.003704,0.0,0.0,0.05678,0.0,0.031579,0.0,0.059873,0.076923,0.015584,0.0,0.018367,0.0,0.005263,0.072185,0.0,0.007273,0.078947,0.006818,0.033645,0.0,0.019595,0.0,0.0,0.0,0.028788,0.0,0.00241,0.0,0.009091,0.007895,0.042857,0.009804,0.0,0.027273,0.032927,0.0,0.0,0.0,0.0,0.044444,0.019669,0.015827,0.001563,0.018391,0.0,0.013793,0.0125,0.0,0.00339,0.107023,0.0,0.022857,0.008929,0.072321,0.064706,0.067925,0.0,0.0,0.0,0.045089,0.002941,0.0,0.124615,0.0364,0.023529,0.0,0.022222,0.0,0.0,0.011207,0.0,0.0,0.011142,0.0,0.024,0.003448,0.007143,0.0,0.044118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.019231,0.0,0.0,0.02,0.025833,0.01,0.008571,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.045695,0.025,0.0,0.0,0.039303,0.003846,0.005172,0.03913,0.076842,0.0,0.003922,0.0,0.0,0.0,0.0,0.034616,0.023333,0.0,0.0,0.011111,0.0,0.008333,0.0,0.0,0.0,0.0,0.017391,0.0,0.0,0.0,0.0,0.155796,0.0,0.066518,0.0,0.0,0.0,0.0,0.068473,0.0,0.0,0.0,0.07027,0.037963,0.004918,0.0,0.0,0.166474,0.08797,0.079439,0.0,0.05,0.118182,0.022609,0.0,0.022222,0.121795,0.133333,0.088571,0.0,0.101515,0.057895,0.0,0.0,0.013636,0.095541,0.052632,0.095855,0.056522,0.165239,0.04023
1,1,11,37,21001,999999,11,671045.0,0.0,0.0,0.0,0.0,0.0,0.007973,0.0,0.007009,0.0,0.0,0.0,0.0,0.0,0.0,0.00565,0.0,0.0,0.008183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245,0.0,0.0,0.0,0.0,0.0,0.0,0.02027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008929,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013986,0.0,0.0,0.0,0.0,0.0,0.028571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010711,0.0
2,3,11,37,21001,999999,11,48159.666667,0.0,0.0,0.0,0.025157,0.119792,0.376613,0.0,0.066978,0.0,0.091667,0.031746,0.0,0.120944,0.0,0.125549,0.0,0.034858,0.310966,0.0,0.0,0.0,0.0,0.023622,0.0,0.022222,0.0,0.042042,0.0,0.0,0.005698,0.018519,0.0,0.0,0.0,0.0,0.122807,0.0,0.089172,0.0,0.333333,0.0,0.05102,0.004115,0.0,0.10596,0.0,0.010909,0.087719,0.0,0.071651,0.0,0.029279,0.0,0.0,0.0,0.015152,0.0,0.024096,0.0,0.0,0.057018,0.0,0.006536,0.0,0.0,0.256098,0.0,0.0,0.0,0.048485,0.160494,0.061422,0.0,0.041667,0.003831,0.0,0.024904,0.041667,0.063218,0.0,0.039019,0.0,0.0,0.026191,0.363095,0.0,0.006289,0.0,0.0,0.0,0.065476,0.02451,0.0,0.0,0.202667,0.019608,0.0,0.046296,0.0,0.0,0.020115,0.0,0.0,0.048282,0.0,0.3,0.0,0.0,0.0,0.039216,0.0,0.0,0.0,0.105263,0.0,0.0,0.0,0.0,0.085714,0.044872,0.0,0.0,0.0,0.044444,0.02,0.047619,0.0,0.0,0.0,0.018667,0.0,0.0,0.0,0.0,0.0,0.178808,0.0,0.0,0.0,0.134328,0.012821,0.109195,0.0,0.05614,0.0,0.058824,0.0,0.0,0.0,0.0,0.021368,0.022222,0.072464,0.0,0.185185,0.0,0.048611,0.0,0.0,0.0,0.0,0.014493,0.074074,0.0,0.0,0.0,0.088841,0.0,0.368304,0.0,0.0,0.0,0.0,0.171867,0.0,0.0,0.0,0.163163,0.354938,0.224044,0.0,0.0,0.075145,0.042607,0.143302,0.0,0.0,0.160839,0.063768,0.0,0.024691,0.111111,0.030303,0.288889,0.21164,0.103535,0.122807,0.0,0.0,0.0,0.301486,0.0,0.088658,0.039216,0.390133,0.057045
3,1,11,37,21001,999999,11,100130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001883,0.0,0.0,0.001637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000974,0.0
