CLUSTER,FREQUENCY,GROUP,N,LOW,HIGH,LOOP,ORIGINAL_TLV,a_bike,a_casual,a_dance,a_golf,a_hiking,a_on_the_move,a_onthemove,a_running,a_studio,a_swim,a_tennis,a_trail_running,a_training,a_travel,a_yoga,c_5_year_basic,c_abc,c_align,c_all_yours,c_allyours,c_always_in_motion,c_alwaysinmotion,c_at_ease,c_atease,c_base_pace,c_basepace,c_blissfeel,c_bowline,c_built_to_move,c_chargefeel,c_city_sweat,c_citysweat,c_cityverse,c_commission,c_cool_racerback,c_dance_studio,c_dancestudio,c_define,c_drysense,c_ebb_to_street,c_ebbtostreet,c_energy,c_engineered_warmth,c_enlite,c_everywhere,c_fast&free,c_fast_&_free,c_free_to_be,c_fundamental,c_groove,c_hold_tight,c_hotty_hot,c_hottyhot,c_instill,c_invigorate,c_license_to_train,c_licensetotrain,c_like_a_cloud,c_likeacloud,c_loungeful,c_love,c_lululemon_lab,c_metal_vent_tech,c_metalventtech,c_pace_breaker,c_perfectly_oversized,c_perfectlyoversized,c_power_pivot,c_power_thru,c_ready_to_rulu,c_restfeel,c_scuba,c_sculpt,c_soft_jersey,c_speed_up,c_speedup,c_steady_state,c_strongfeel,c_surge,c_swift_speed,c_swiftly,c_swiftspeed,c_t.h.e.,c_wunder_puff,c_wunder_train,c_wunder_under,c_wundermost,c_wundertrain,c_wunderunder,c_zeroed_in,cat_accessories,cat_all_bras,cat_allbras,cat_bags,cat_bestsellers,cat_bodysuits,cat_bouteilles_d^eau,cat_button_down_shirts,cat_camisoles,cat_can,cat_capris,cat_chaussettes,cat_coats&jackets,cat_coats_&_jackets,cat_commerceroot,cat_dresses,cat_early_access,cat_equipment,cat_femmes,cat_gift_ideas,cat_giftideas,cat_gloves_&_mittens,cat_hair_accessories,cat_hats,cat_hauts,cat_hauts_à_capuchon_et_chandails,cat_hommes,cat_hoodies&sweatshirts,cat_hoodies_&_sweatshirts,cat_joggers,cat_jumpsuits_&_rompers,cat_jupes,cat_lab_shop,cat_leggings,cat_long_sleeve_shirts,cat_loungewear,cat_manches_courtes,cat_manteaux,cat_manteaux_+_vestes,cat_matching_sets,cat_nos_succès,cat_nouveautés,cat_pantalons,cat_pantalons_d^entraînement,cat_pantalons_de_jogging,cat_pants,cat_polo_shirts,cat_sacs,cat_scarves_&_wraps,cat_shirts,cat_shoes,cat_shop_outfits,cat_short_sleeve_shirts,cat_shorts,cat_shortsleeveshirts,cat_skirts,cat_socks,cat_sous-vêtements,cat_soutiens-gorge_sport,cat_special_edition,cat_sports_bras,cat_sweaters,cat_sweatpants,cat_swim_trunks,cat_swimsuits,cat_t-shirts,cat_tank_tops,cat_tanktops,cat_team_canada_,cat_tights,cat_tricots,cat_trousers,cat_underwear,cat_usa,cat_vêtements_de_détente,cat_water_bottles,cat_we_made_too_much,cat_wemadetoomuch,cat_what^s_new,cat_what^snew,cat_women^s_0-14,cat_yoga_mats,cat_yogaaccessories,clr_black,clr_black_&_white,clr_black_&_white_,clr_blanc,clr_blue,clr_brown,clr_burgundy,clr_camo,clr_gold,clr_green,clr_grey,clr_khaki,clr_metallic,clr_navy,clr_neon,clr_neutral,clr_noir,clr_olive,clr_orange,clr_pastel,clr_pink,clr_printed,clr_purple,clr_red,clr_rose,clr_striped,clr_tie_dye,clr_white,clr_yellow,g_all,g_men,g_women,gift_all
8,2,8,26,12001,15000,8,14906.5,0.0,0.0,0.0,0.0,0.0,0.014806,0.0,0.030374,0.0,0.0,0.0,0.0,0.004425,0.0,0.006592,0.0,0.0,0.010638,0.0,0.0,0.0,0.0,0.0,0.0,0.008334,0.0,0.013514,0.0,0.0,0.034188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003184,0.0,0.0,0.0,0.0,0.0,0.0,0.006622,0.0,0.012728,0.052632,0.0,0.065421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001393,0.0,0.0,0.017242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622,0.0,0.0,0.0,0.0,0.028846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021127,0.0,0.004464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016408,0.0,0.018988,0.0
9,2,8,26,12001,15000,8,14222.5,0.0,0.0,0.0,0.0,0.023438,0.097381,0.0,0.011682,0.0,0.0,0.0,0.0,0.004425,0.0,0.028248,0.0,0.006536,0.036006,0.0,0.0,0.0,0.0,0.0,0.0,0.033334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949,0.0,0.023026,0.0,0.001592,0.0,0.0,0.0,0.0,0.012345,0.0,0.175496,0.0,0.007273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015152,0.0,0.0,0.0,0.006494,0.0,0.0,0.0,0.0,0.0,0.054878,0.0,0.0,0.021739,0.163636,0.0,0.035196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016722,0.0,0.0,0.0,0.035714,0.058824,0.0,0.0,0.0,0.0,0.058036,0.0,0.0,0.261538,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001393,0.0,0.0,0.017242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037143,0.096154,0.0,0.0,0.0,0.008334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112583,0.0,0.0,0.0,0.02985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033334,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021127,0.0,0.012277,0.0,0.0,0.0,0.0,0.022988,0.0,0.0,0.0,0.019519,0.053241,0.02459,0.0,0.0,0.017341,0.015038,0.028038,0.0,0.0,0.0,0.069565,0.0,0.0,0.00641,0.0,0.07619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047495,0.006394,0.07595,0.112389
0,2,9,24,15001,18000,9,17457.5,0.0,0.0,0.0,0.0,0.0,0.058086,0.0,0.008177,0.0,0.0,0.035714,0.0,0.033186,0.0,0.003766,0.0,0.0,0.006546,0.019231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006579,0.0,0.022293,0.0,0.006494,0.0,0.010204,0.0,0.0,0.069536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024,0.0,0.0,0.092106,0.028572,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039063,0.0,0.0,0.005747,0.0,0.0,0.0,0.008361,0.0,0.0,0.025,0.035714,0.0,0.0,0.0,0.0,0.0,0.053572,0.014706,0.0,0.038461,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019499,0.0,0.0,0.0,0.0,0.0,0.147059,0.0,0.052632,0.086957,0.026316,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.029166,0.0,0.014286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622,0.0,0.0,0.0,0.044776,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.016666,0.0,0.0,0.0,0.0,0.020833,0.0,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.0,0.003348,0.0,0.0,0.0,0.0,0.054187,0.0,0.0,0.0,0.01051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041401,0.0,0.018134,0.019182,0.045278,0.0
1,3,9,24,15001,18000,9,15141.333333,0.0,0.018519,0.0,0.018868,0.0,0.045938,0.0,0.025701,0.0,0.0,0.18254,0.0,0.011799,0.0,0.00565,0.0,0.0,0.040916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002525,0.0,0.0,0.0,0.0,0.0,0.009524,0.006536,0.0,0.011364,0.0,0.0,0.0,0.0,0.0,0.0,0.017943,0.0,0.0,0.0,0.0,0.0,0.0,0.045977,0.0,0.003344,0.0,0.0,0.0,0.002976,0.0,0.018868,0.0,0.0,0.0,0.016369,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010214,0.0,0.06,0.0,0.0,0.0,0.137255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001905,0.009615,0.0,0.0,0.0,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022075,0.083333,0.0,0.0,0.021559,0.0,0.0,0.0,0.017544,0.0,0.183007,0.0,0.0,0.0,0.0,0.004274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013362,0.0,0.014881,0.0,0.0,0.0,0.0,0.01642,0.0,0.0,0.0,0.024024,0.0,0.0,0.0,0.0,0.057803,0.012531,0.0,0.0,0.0,0.020979,0.04058,0.0,0.0,0.115385,0.0,0.012698,0.0,0.0,0.035088,0.0,0.0,0.0,0.023355,0.0,0.014393,0.023871,0.047063,0.0
2,2,9,24,15001,18000,9,16539.0,0.0,0.0,0.0,0.0,0.0,0.089977,0.0,0.001168,0.0,0.0,0.083334,0.0,0.0,0.0,0.003766,0.0,0.019608,0.045008,0.019231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052631,0.0,0.041401,0.0,0.0,0.0,0.0,0.0,0.0,0.02649,0.0,0.0,0.0,0.0,0.014018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115854,0.0,0.0,0.0,0.0,0.0,0.018634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003345,0.0,0.0,0.0,0.0,0.0,0.009434,0.0,0.0,0.0,0.029018,0.0,0.0,0.0,0.028,0.029412,0.0,0.0,0.0,0.0,0.030173,0.0,0.0,0.00975,0.0,0.08,0.017242,0.0,0.0,0.088236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097143,0.0,0.0,0.0,0.0,0.004166,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023179,0.0,0.0,0.0,0.014926,0.0,0.0,0.0,0.073684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021668,0.0,0.003348,0.0,0.0,0.0,0.0,0.004926,0.0,0.0,0.0,0.019519,0.064815,0.032787,0.0,0.0,0.078034,0.18421,0.009346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015152,0.0,0.0,0.0,0.0,0.117835,0.0,0.025906,0.007673,0.067186,0.0
3,3,9,24,15001,18000,9,15792.0,0.0,0.0,0.0,0.0,0.026042,0.025437,0.0,0.007009,0.0,0.0,0.0,0.0,0.004425,0.0,0.010672,0.0,0.019608,0.017458,0.0,0.0,0.035842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056497,0.0,0.0,0.0,0.002123,0.012821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003788,0.0,0.0,0.0,0.0,0.0,0.111111,0.007591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001857,0.0,0.0,0.0,0.0,0.0,0.019608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001905,0.0,0.0,0.0,0.0,0.002778,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02649,0.0,0.0,0.0,0.0,0.0,0.017241,0.0,0.0,0.0,0.006536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259,0.0,0.0,0.0,0.015529,0.0,0.00372,0.0,0.0,0.0,0.0,0.02682,0.0,0.0,0.0,0.007007,0.015432,0.0,0.0,0.0,0.025048,0.012531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006349,0.0,0.0,0.078947,0.0,0.0,0.0,0.0,0.0,0.01612,0.023871,0.01493,0.00596
4,1,9,24,15001,18000,9,17839.0,0.0,0.0,0.0,0.0,0.0,0.018223,0.0,0.002336,0.0,0.0,0.0,0.0,0.00885,0.0,0.00565,0.0,0.0,0.021277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039735,0.0,0.0,0.0,0.00995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036,0.0,0.0,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009524,0.0,0.015152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0
5,4,9,24,15001,18000,9,15400.5,0.0,0.0,0.0,0.0,0.003906,0.008542,0.0,0.012266,0.0,0.0,0.059524,0.0,0.009956,0.0,0.013182,0.0,0.003268,0.017594,0.015384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029605,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.0,0.092592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003345,0.0,0.0,0.0,0.020089,0.0,0.0,0.0,0.0,0.0,0.0,0.025735,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.00862,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.007353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007212,0.0,0.0,0.0,0.05625,0.03,0.028572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001656,0.0,0.0,0.0,0.002488,0.0,0.0,0.0,0.0,0.0,0.02451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000542,0.0,0.00558,0.0,0.0,0.0,0.0,0.004105,0.0,0.0,0.0,0.021021,0.005787,0.0,0.0,0.0,0.00578,0.00188,0.004673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07197,0.014286,0.0,0.005682,0.0,0.0,0.0,0.0,0.009554,0.0,0.003886,0.000639,0.020204,0.015006
6,3,9,24,15001,18000,9,17117.333333,0.0,0.0,0.0,0.006289,0.0,0.004176,0.0,0.007009,0.0,0.0,0.0,0.0,0.028024,0.0,0.001883,0.0,0.004357,0.001637,0.0,0.0,0.007168,0.0,0.0,0.0,0.0,0.0,0.0,0.02381,0.098039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007576,0.0,0.0,0.0,0.0,0.0,0.0,0.002525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.061303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00381,0.0,0.0,0.0,0.0,0.002778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.002889,0.0,0.002976,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.007716,0.0,0.0,0.0,0.0,0.02005,0.0,0.0,0.0,0.0,0.014493,0.0,0.0,0.0,0.005051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004246,0.0,0.001151,0.017903,0.006491,0.0
7,2,9,24,15001,18000,9,16719.0,0.0,0.0,0.0,0.0,0.0,0.330296,0.0,0.311916,0.0,0.0,0.0,0.0,0.061947,0.0,0.007533,0.0,0.013072,0.008184,0.0,0.0,0.0,0.0,0.0,0.0,0.008334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868,0.0,0.004777,0.0,0.0,0.0,0.19898,0.0,0.0,0.016556,0.0,0.5,0.0,0.0,0.0,0.0,0.003379,0.0,0.0,0.0,0.045454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079268,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.007812,0.0,0.0,0.00862,0.0,0.0,0.0,0.023411,0.0,0.0,0.021428,0.017857,0.0,0.0,0.0,0.0,0.0,0.002232,0.051471,0.0,0.0,0.502,0.0,0.0,0.0,0.0,0.0,0.00431,0.0,0.0,0.006964,0.0,0.0,0.0,0.0,0.0,0.029412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.009616,0.0,0.0,0.0,0.454166,0.03,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15894,0.0,0.0,0.0,0.022388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047671,0.0,0.021205,0.0,0.0,0.0,0.0,0.034483,0.0,0.0,0.0,0.5,0.252315,0.0,0.0,0.0,0.118497,0.146616,0.03271,0.0,0.0,0.0,0.282608,0.0,0.5,0.0,0.075758,0.0,0.015873,0.0,0.0,0.0,0.0,0.0,0.305732,0.0,0.019862,0.01023,0.414314,0.5
8,1,9,24,15001,18000,9,16039.0,0.0,0.0,0.0,0.0,0.0,0.027335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013928,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006696,0.0,0.0,0.0,0.0,0.004926,0.0,0.0,0.0,0.003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10828,0.0,0.001727,0.0,0.022395,0.0
9,3,9,24,15001,18000,9,15247.333333,0.0,0.0,0.0,0.018868,0.036458,0.099089,0.0,0.042835,0.0,0.0,0.0,0.0,0.129794,0.0,0.081607,0.0,0.0,0.141844,0.0,0.0,0.0,0.0,0.0,0.0,0.022222,0.0,0.006006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046053,0.0,0.027601,0.0,0.0,0.0,0.0,0.0,0.0,0.05298,0.0,0.008485,0.0,0.0,0.0,0.0,0.002252,0.0,0.0,0.0,0.010101,0.0,0.0,0.0,0.017316,0.0,0.038095,0.0,0.0,0.0,0.00813,0.0,0.0,0.0,0.012121,0.0,0.032436,0.0,0.0,0.003831,0.0,0.0,0.0,0.0,0.00565,0.059086,0.0,0.0,0.030952,0.071429,0.333333,0.0,0.0,0.0,0.0,0.023809,0.0,0.0,0.082051,0.021333,0.0,0.0,0.0,0.0,0.041667,0.031609,0.0,0.0,0.022284,0.0,0.0,0.011494,0.0,0.0,0.127451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051282,0.0,0.0,0.0,0.022222,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033113,0.0,0.0,0.0,0.004975,0.0,0.011494,0.0,0.049123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478,0.009259,0.0,0.0,0.0,0.132539,0.0,0.012649,0.0,0.0,0.0,0.0,0.055282,0.0,0.0,0.0,0.096096,0.0,0.010929,0.0,0.0,0.150289,0.037594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068376,0.131313,0.060317,0.142857,0.146465,0.070175,0.0,0.0,0.0,0.014862,0.0,0.1019,0.007673,0.116196,0.0
0,2,10,15,18001,21000,10,19273.0,0.0,0.0,0.0,0.0,0.007812,0.169704,0.0,0.01285,0.0,0.0,0.0,0.0,0.042036,0.0,0.126177,0.0,0.0,0.139935,0.003846,0.0,0.0,0.0,0.082677,0.0,0.0,0.0,0.004504,0.0,0.0,0.004273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130573,0.0,0.051948,0.0,0.0,0.0,0.0,0.049669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042857,0.138392,0.058824,0.037736,0.0,0.0,0.0,0.026786,0.0,0.0,0.038462,0.09,0.0,0.0,0.0,0.0,0.0,0.00431,0.0,0.0,0.016713,0.0,0.0,0.051724,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008572,0.134616,0.0,0.0,0.0,0.095833,0.01,0.057143,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.13245,0.0,0.0,0.0,0.08209,0.032051,0.0,0.0,0.078948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089382,0.0,0.052456,0.0,0.0,0.0,0.0,0.122332,0.0,0.0,0.0,0.0,0.085648,0.0,0.0,0.0,0.15607,0.105263,0.154205,0.0,0.0,0.027972,0.2,0.0,0.0,0.057692,0.037879,0.057143,0.0,0.01894,0.144737,0.0,0.0,0.0,0.16879,0.052631,0.165803,0.039642,0.115384,0.171776
